,ts_code,trade_date,suspend_timing,suspend_type
0,600919.SH,20201211,,S
1,000981.SZ,20201211,,S
2,600882.SH,20201211,,S
3,600891.SH,20201211,,S
4,000558.SZ,20201211,,S
5,002080.SZ,20201211,,S
6,300596.SZ,20201211,,S
7,600176.SH,20201211,,S
8,600877.SH,20201211,,S
9,003023.SZ,20201211,09:30-10:00,S
10,834765.BJ,20201211,,S
11,430090.BJ,20201211,,S
12,430510.BJ,20201211,,S
13,830832.BJ,20201211,,S
14,831039.BJ,20201211,,S
15,831726.BJ,20201211,,S
16,831768.BJ,20201211,,S
17,831856.BJ,20201211,,S
18,832000.BJ,20201211,,S
19,832171.BJ,20201211,,S
20,832225.BJ,20201211,,S
21,832566.BJ,20201211,,S
22,832735.BJ,20201211,,S
23,832885.BJ,20201211,,S
24,833427.BJ,20201211,,S
25,833509.BJ,20201211,,S
26,833873.BJ,20201211,,S
27,834599.BJ,20201211,,S
28,835174.BJ,20201211,,S
29,836077.BJ,20201211,,S
30,836239.BJ,20201211,,S
31,836675.BJ,20201211,,S
32,836826.BJ,20201211,,S
33,837092.BJ,20201211,,S
34,837212.BJ,20201211,,S
35,837344.BJ,20201211,,S
36,838275.BJ,20201211,,S
37,838924.BJ,20201211,,S
38,839680.BJ,20201211,,S
39,839946.BJ,20201211,,S
40,871553.BJ,20201211,,S
41,832491.BJ,20201211,,S
42,836957.BJ,20201211,,S
43,832802.BJ,20201211,,S
44,839792.BJ,20201211,,S
45,839719.BJ,20201211,,S
