,ts_code,trade_date,suspend_timing,suspend_type
0,600687.SH,20201222,,S
1,601777.SH,20201222,,S
2,600248.SH,20201222,,S
3,300065.SZ,20201222,,S
4,600891.SH,20201222,,S
5,002781.SZ,20201222,,S
6,300200.SZ,20201222,,S
7,300506.SZ,20201222,,S
8,600841.SH,20201222,,S
9,603021.SH,20201222,,S
10,300011.SZ,20201222,,S
11,605500.SH,20201222,09:33-10:03,S
12,834765.BJ,20201222,,S
13,430090.BJ,20201222,,S
14,430510.BJ,20201222,,S
15,830832.BJ,20201222,,S
16,831039.BJ,20201222,,S
17,831305.BJ,20201222,,S
18,831726.BJ,20201222,,S
19,831768.BJ,20201222,,S
20,831856.BJ,20201222,,S
21,832000.BJ,20201222,,S
22,832171.BJ,20201222,,S
23,832225.BJ,20201222,,S
24,832566.BJ,20201222,,S
25,832735.BJ,20201222,,S
26,832885.BJ,20201222,,S
27,833427.BJ,20201222,,S
28,833509.BJ,20201222,,S
29,833873.BJ,20201222,,S
30,834599.BJ,20201222,,S
31,835174.BJ,20201222,,S
32,836077.BJ,20201222,,S
33,836239.BJ,20201222,,S
34,836675.BJ,20201222,,S
35,836826.BJ,20201222,,S
36,837092.BJ,20201222,,S
37,837212.BJ,20201222,,S
38,837344.BJ,20201222,,S
39,838275.BJ,20201222,,S
40,838924.BJ,20201222,,S
41,839680.BJ,20201222,,S
42,839946.BJ,20201222,,S
43,871553.BJ,20201222,,S
44,872925.BJ,20201222,,S
45,832491.BJ,20201222,,S
46,836957.BJ,20201222,,S
47,832802.BJ,20201222,,S
48,839792.BJ,20201222,,S
49,839719.BJ,20201222,,S
