,ts_code,trade_date,suspend_timing,suspend_type
0,000728.SZ,20201014,,S
1,600068.SH,20201014,,S
2,300722.SZ,20201014,,R
3,000029.SZ,20201014,,S
4,001896.SZ,20201014,,S
5,002633.SZ,20201014,,S
6,300526.SZ,20201014,,S
7,600766.SH,20201014,,S
8,002319.SZ,20201014,,S
9,600891.SH,20201014,,S
10,834765.BJ,20201014,,S
11,430047.BJ,20201014,,S
12,430090.BJ,20201014,,S
13,430510.BJ,20201014,,S
14,830832.BJ,20201014,,S
15,830839.BJ,20201014,,S
16,831305.BJ,20201014,,S
17,831726.BJ,20201014,,S
18,831856.BJ,20201014,,S
19,832000.BJ,20201014,,S
20,832225.BJ,20201014,,S
21,832566.BJ,20201014,,S
22,833427.BJ,20201014,,S
23,833509.BJ,20201014,,S
24,834599.BJ,20201014,,S
25,835174.BJ,20201014,,S
26,835670.BJ,20201014,,S
27,836675.BJ,20201014,,S
28,836826.BJ,20201014,,S
29,837344.BJ,20201014,,S
30,838030.BJ,20201014,,S
31,838275.BJ,20201014,,S
32,839946.BJ,20201014,,S
33,871396.BJ,20201014,,S
34,832491.BJ,20201014,,S
35,831152.BJ,20201014,,S
36,831087.BJ,20201014,,S
37,839792.BJ,20201014,,S
38,839719.BJ,20201014,,S
