,ts_code,trade_date,suspend_timing,suspend_type
0,000595.SZ,20201112,,S
1,300442.SZ,20201112,,R
2,600891.SH,20201112,,S
3,834765.BJ,20201112,,S
4,430047.BJ,20201112,,S
5,430090.BJ,20201112,,S
6,430510.BJ,20201112,,S
7,830832.BJ,20201112,,S
8,831305.BJ,20201112,,S
9,831726.BJ,20201112,,S
10,831856.BJ,20201112,,S
11,832000.BJ,20201112,,S
12,832225.BJ,20201112,,S
13,832566.BJ,20201112,,S
14,832735.BJ,20201112,,S
15,833427.BJ,20201112,,S
16,833509.BJ,20201112,,S
17,834599.BJ,20201112,,S
18,835174.BJ,20201112,,S
19,835670.BJ,20201112,,S
20,836077.BJ,20201112,,S
21,836239.BJ,20201112,,S
22,836675.BJ,20201112,,S
23,836826.BJ,20201112,,S
24,837212.BJ,20201112,,S
25,837344.BJ,20201112,,S
26,838030.BJ,20201112,,S
27,838275.BJ,20201112,,S
28,839946.BJ,20201112,,S
29,871396.BJ,20201112,,S
30,871553.BJ,20201112,,S
31,832491.BJ,20201112,,S
32,832802.BJ,20201112,,S
33,839792.BJ,20201112,,S
34,839719.BJ,20201112,,S
