,ts_code,trade_date,suspend_timing,suspend_type
0,002072.SZ,20200609,,R
1,002188.SZ,20200609,,R
2,002289.SZ,20200609,,R
3,002333.SZ,20200609,,R
4,002569.SZ,20200609,,R
5,002642.SZ,20200609,,R
6,000911.SZ,20200609,,S
7,000029.SZ,20200609,,S
8,000760.SZ,20200609,,S
9,002187.SZ,20200609,,S
10,002220.SZ,20200609,,S
11,002305.SZ,20200609,,S
12,002450.SZ,20200609,,S
13,300090.SZ,20200609,,S
14,300156.SZ,20200609,,S
15,300525.SZ,20200609,,S
16,600145.SH,20200609,,S
17,600175.SH,20200609,,S
18,600226.SH,20200609,,S
19,600589.SH,20200609,,S
20,600824.SH,20200609,,S
21,600889.SH,20200609,,S
22,601969.SH,20200609,,S
23,601111.SH,20200609,,S
24,600891.SH,20200609,,S
25,430090.BJ,20200609,,S
26,430418.BJ,20200609,,S
27,430489.BJ,20200609,,S
28,830799.BJ,20200609,,S
29,830946.BJ,20200609,,S
30,830964.BJ,20200609,,S
31,831010.BJ,20200609,,S
32,831370.BJ,20200609,,S
33,831445.BJ,20200609,,S
34,831961.BJ,20200609,,S
35,832278.BJ,20200609,,S
36,832317.BJ,20200609,,S
37,833266.BJ,20200609,,S
38,833819.BJ,20200609,,S
39,833874.BJ,20200609,,S
40,833994.BJ,20200609,,S
41,834021.BJ,20200609,,S
42,834415.BJ,20200609,,S
43,834475.BJ,20200609,,S
44,834682.BJ,20200609,,S
45,835184.BJ,20200609,,S
46,835185.BJ,20200609,,S
47,835368.BJ,20200609,,S
48,835508.BJ,20200609,,S
49,835640.BJ,20200609,,S
50,835670.BJ,20200609,,S
51,836149.BJ,20200609,,S
52,836263.BJ,20200609,,S
53,837242.BJ,20200609,,S
54,838030.BJ,20200609,,S
55,838163.BJ,20200609,,S
56,838275.BJ,20200609,,S
57,839167.BJ,20200609,,S
58,839729.BJ,20200609,,S
59,430198.BJ,20200609,,S
60,836433.BJ,20200609,,S
61,430300.BJ,20200609,,S
62,834770.BJ,20200609,,S
63,835857.BJ,20200609,,S
64,839719.BJ,20200609,,S
