,ts_code,trade_date,suspend_timing,suspend_type
0,603159.SH,20201201,,R
1,000558.SZ,20201201,,S
2,002619.SZ,20201201,,S
3,600634.SH,20201201,,S
4,600877.SH,20201201,,S
5,603025.SH,20201201,,S
6,605266.SH,20201201,09:30-10:00,S
7,600891.SH,20201201,,S
8,834765.BJ,20201201,,S
9,430090.BJ,20201201,,S
10,430510.BJ,20201201,,S
11,830832.BJ,20201201,,S
12,831039.BJ,20201201,,S
13,831726.BJ,20201201,,S
14,831856.BJ,20201201,,S
15,832000.BJ,20201201,,S
16,832171.BJ,20201201,,S
17,832225.BJ,20201201,,S
18,832566.BJ,20201201,,S
19,832735.BJ,20201201,,S
20,832885.BJ,20201201,,S
21,833427.BJ,20201201,,S
22,833509.BJ,20201201,,S
23,833873.BJ,20201201,,S
24,834599.BJ,20201201,,S
25,835174.BJ,20201201,,S
26,835670.BJ,20201201,,S
27,836077.BJ,20201201,,S
28,836239.BJ,20201201,,S
29,836675.BJ,20201201,,S
30,836826.BJ,20201201,,S
31,837092.BJ,20201201,,S
32,837212.BJ,20201201,,S
33,837344.BJ,20201201,,S
34,838275.BJ,20201201,,S
35,839680.BJ,20201201,,S
36,839946.BJ,20201201,,S
37,871553.BJ,20201201,,S
38,832491.BJ,20201201,,S
39,836957.BJ,20201201,,S
40,832802.BJ,20201201,,S
41,839792.BJ,20201201,,S
42,839719.BJ,20201201,,S
